Unnamed: 0,pattern,rating,events,actions,conds,pattern_str
35,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'bullet6', 'bullet4', 'bullet1', 'flyer6']","['v=', 'v>', '=', '>', 'vnot>', 'v>', 'v>', 'not>', 'vnot=', 'vnot<', '>', 'not<', '<', '<', 'v=', 'v>', '>', 'v>', 'v<', 'not<']","['and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or']",a.x = value and a.y > value and a.vx = c.vx and a.vy > b.vy AND b.x not> value or b.y > value or b.vx > 6 AND c.x not= value or c.y not< value AND d.vx = 7 or d.vy > 2 AND e.y > 0 and e.vx < value
36,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",25,"['player', 'bullet6', 'bullet4', 'bullet1', 'flyer6', 'explosion7']","['v=', 'v>', '=', '>', 'vnot>', 'v>', 'v>', 'not>', 'vnot=', 'vnot<', '>', 'not<', '<', '<', 'v=', 'v>', '>', 'v>', 'v<', 'not<', '=', 'vnot=', 'v<', '>']","['and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'and']",a.x = value and a.y > value and a.vx = c.vx and a.vy > b.vy AND b.x not> value or b.y > value or b.vx > 6 and b.vy not> f.vy AND c.x not= value or c.y not< value AND d.vx = 7 or d.vy > 2 AND e.y > 0 and e.vx < value and e.vy not< b.vy AND f.y not= value and f.vx < value
37,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'bullet6']","['=', 'v=', 'vnot>', 'not>', 'v<', '>', 'not>', 'vnot=']","['and', 'or', 'and', 'or', 'and', 'or', 'or', 'and']",a.y = value or a.vx not> value AND b.x < 0 or b.vy not= 4
38,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",38,"['player', 'bullet6', 'flyer6', 'finish']","['=', 'v=', 'vnot>', 'not>', 'v<', '>', 'not>', 'vnot=', 'vnot<', 'not=', '>', 'not<', '>', 'not=', '>', 'not=']","['and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'or']",a.x = d.x and a.y = value or a.vx not> value and a.vy not> c.vy AND b.x < 0 or b.vx not> d.vx or b.vy not= 4 AND c.x not< value or c.vy not< a.vy
39,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', 'v=', 'vnot>', 'vnot=']","['and', 'and', 'or', 'or']",a.y = value and a.vx not> value or a.vy not= value
40,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'explosion7']","['=', 'v=', 'vnot>', 'vnot=', 'not=', 'v=', 'not>', 'not>']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or']",a.y = value and a.vx not> value or a.vy not= value AND b.y = value
41,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",15,"['player', 'explosion7', 'flyer7']","['=', 'v=', 'vnot>', 'vnot=', 'not=', 'v=', 'not>', 'not>', '>', 'v>', 'v>', 'vnot>']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and']",a.y = value and a.vx not> value or a.vy not= value AND b.y = value or b.vx not> c.vx AND c.y > value or c.vx > 2 or c.vy not> 7
42,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",31,"['player', 'explosion7', 'flyer7', 'finish']","['=', 'v=', 'vnot>', 'vnot=', 'not=', 'v=', 'not>', 'not>', '>', 'v>', 'v>', 'vnot>', 'v>', 'not<', '=', 'v=']","['and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.x = d.x and a.y = value and a.vx not> value or a.vy not= value AND b.y = value or b.vx not> c.vx or b.vy not> d.vy AND c.x > d.x or c.y > value or c.vx > 2 or c.vy not> 7 AND d.x > value or d.vy = value
43,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['=', '=', 'v=', 'v=']","['and', 'or', 'and', 'or']",a.vx = value and a.vy = value
44,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'bullet2']","['=', '=', 'v=', 'v=', '=', '=', 'v<', 'not=']","['and', 'or', 'and', 'or', 'and', 'and', 'and', 'and']",a.vx = value and a.vy = value AND b.vx < value
45,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",27,"['player', 'bullet2', 'explosion6', 'finish']","['=', '=', 'v=', 'v=', '=', '=', 'v<', 'not=', 'v<', 'vnot>', 'vnot<', 'vnot>', 'not<', 'v>', '<', 'v>']","['and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or']",a.x = d.x or a.vx = value and a.vy = value AND b.y = c.y and b.vx < value and b.vy not= a.vy AND c.x < 7 and c.y not> 0 and c.vx not< value or c.vy not> 6 AND d.y > value or d.vy > value
46,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet4']","['v>', 'vnot<', 'vnot>', 'v>', '>', 'v=', 'not=', 'v<']","['and', 'and', 'and', 'and', 'and', 'and', 'and', 'and']",a.x > value and a.y not< value and a.vx not> value and a.vy > value AND b.y = value and b.vy < value
47,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'bullet4', 'bullet5']","['v>', 'vnot<', 'vnot>', 'v>', '>', 'v=', 'not=', 'v<', '>', 'vnot>', 'v>', 'not<']","['and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or']",a.x > value and a.y not< value and a.vx not> value and a.vy > value AND b.x > a.x and b.y = value and b.vy < value AND c.y not> value or c.vx > 3
48,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",14,"['player', 'bullet4', 'bullet5', 'bullet2']","['v>', 'vnot<', 'vnot>', 'v>', '>', 'v=', 'not=', 'v<', '>', 'vnot>', 'v>', 'not<', 'v=', 'not=', '<', 'v<']","['and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or']",a.x > value and a.y not< value and a.vx not> value and a.vy > value AND b.x > a.x and b.y = value and b.vy < value AND c.y not> value or c.vx > 3 AND d.x = 6 or d.vy < 5
49,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'bullet4', 'bullet5', 'bullet2', 'flyer5']","['v>', 'vnot<', 'vnot>', 'v>', '>', 'v=', 'not=', 'v<', '>', 'vnot>', 'v>', 'not<', 'v=', 'not=', '<', 'v<', 'not=', 'not<', '<', 'vnot=']","['and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or']",a.x > value and a.y not< value and a.vx not> value and a.vy > value AND b.x > a.x and b.y = value and b.vy < value AND c.y not> value or c.vx > 3 AND d.x = 6 or d.vx < e.vx or d.vy < 5 AND e.vy not= value
50,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['vnot<', '<', '=', 'vnot=']","['and', 'or', 'or', 'and']",a.x not< value or a.vy not= value
51,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet1']","['vnot<', '<', '=', 'vnot=', 'vnot<', 'v=', '<', 'not<']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'and']",a.x not< value or a.vy not= value AND b.x not< value and b.y = 6
52,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet1', 'bullet5']","['vnot<', '<', '=', 'vnot=', 'vnot<', 'v=', '<', 'not<', 'vnot>', '<', '>', 'v>']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or']",a.x not< value or a.vy not= value AND b.x not< value and b.y = 6 AND c.x not> value or c.vy > 7
53,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'bullet1', 'bullet5', 'bullet6']","['vnot<', '<', '=', 'vnot=', 'vnot<', 'v=', '<', 'not<', 'vnot>', '<', '>', 'v>', 'v>', 'v=', 'not>', 'v<']","['and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and']",a.x not< value or a.vy not= value AND b.x not< value and b.y = 6 and b.vx < d.vx AND c.x not> value and c.y < d.y or c.vx > d.vx and c.vy > 7 AND d.x > value or d.y = 1 and d.vy < value
54,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'not>', 'v=', 'v<']","['and', 'or', 'and', 'or']",a.vx = value and a.vy < value
55,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'explosion4']","['=', 'not>', 'v=', 'v<', '<', 'v=', 'v<', 'v>']","['and', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.y not> b.y or a.vx = value and a.vy < value AND b.y = 4 or b.vx < value and b.vy > value
56,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'explosion4', 'finish']","['=', 'not>', 'v=', 'v<', '<', 'v=', 'v<', 'v>', 'vnot=', 'v<', 'vnot>', 'vnot<']","['and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and']",a.x = c.x and a.y not> b.y or a.vx = value and a.vy < value AND b.y = 4 or b.vx < value and b.vy > value AND c.x not= value or c.y < value or c.vx not> value or c.vy not< value
57,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['>', '<', 'not=', 'vnot>']","['or', 'or', 'and', 'and']",a.vy not> value
58,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet4']","['>', '<', 'not=', 'vnot>', 'v<', '=', '>', '>']","['or', 'or', 'and', 'and', 'and', 'and', 'or', 'or']",a.x > b.x or a.vx not= b.vx and a.vy not> value AND b.x < 5
59,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['flyer1', 'explosion6', 'explosion7']","['nop', 'nop', 'v=', 'nop', 'not >', 'nop', 'v= ', 'v=', 'not>', 'not<', 'vnot not= ', '<']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",a.vx = nop AND b.vx =  44 and b.vy = nop AND c.vx not not=  3
60,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['flyer1', 'explosion6', 'explosion7', 'flayer7', 'bullet2']","['nop', 'nop', 'v=', 'nop', 'not >', 'nop', 'v= ', 'v=', 'not>', 'not<', 'vnot not= ', '<', 'not>', 'not v>', 'vvnot= ', '>', 'nop', 'not not<', 'not not>', '=']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or']",a.vx = nop AND b.vx =  44 and b.vy = nop AND c.vx not not=  3 AND d.x not> c.x and d.y not v> e.y and d.vx  46 or d.vy > a.vy
61,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['flyer1', 'explosion6', 'explosion7', 'flayer7', 'bullet2', 'explosion6']","['nop', 'nop', 'v=', 'nop', 'not >', 'nop', 'v= ', 'v=', 'not>', 'not<', 'vnot not= ', '<', 'not>', 'not v>', 'vvnot= ', '>', 'nop', 'not not<', 'not not>', '=', 'not not=', 'v<', '=', 'nop']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or']",a.vx = nop AND b.vx =  44 and b.vy = nop AND c.y not< f.y or c.vx not not=  3 AND d.x not> c.x and d.y not v> e.y and d.vx  46 or d.vy > a.vy AND e.vy = d.vy AND f.y < nop
62,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['flyer1', 'explosion6', 'explosion7', 'flayer7', 'bullet2', 'explosion6', 'explosion7']","['nop', 'nop', 'v=', 'nop', 'not >', 'nop', 'v= ', 'v=', 'not>', 'not<', 'vnot not= ', '<', 'not>', 'not v>', 'vvnot= ', '>', 'nop', 'not not<', 'not not>', '=', 'not not=', 'v<', '=', 'nop', 'vnot= ', 'not v<', 'nop', 'v=']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or']",a.vx = nop AND b.vx =  44 and b.vy = nop AND c.y not< f.y or c.vx not not=  3 AND d.x not> c.x and d.y not v> e.y and d.vx  46 or d.vy > a.vy AND e.y not not< g.y or e.vx not not> g.vx or e.vy = d.vy AND f.x not not= g.x or f.y < nop and f.vx = e.vx AND g.x not=  12 or g.vy = nop
63,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['flyer1', 'explosion6', 'explosion7', 'flayer7', 'bullet2', 'explosion6', 'explosion7', 'explosion3']","['nop', 'nop', 'v=', 'nop', 'not >', 'nop', 'v= ', 'v=', 'not>', 'not<', 'vnot not= ', '<', 'not>', 'not v>', 'vvnot= ', '>', 'nop', 'not not<', 'not not>', '=', 'not not=', 'v<', '=', 'nop', 'vnot= ', 'not v<', 'nop', 'v=', 'not v<', 'vnot>', '<', 'vnot not= ']","['or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or']",a.vx = nop AND b.x not > h.x or b.vx =  44 and b.vy = nop AND c.x not> h.x and c.y not< f.y or c.vx not not=  3 AND d.x not> c.x and d.y not v> e.y and d.vx  46 or d.vy > a.vy AND e.y not not< g.y or e.vx not not> g.vx or e.vy = d.vy AND f.x not not= g.x or f.y < nop and f.vx = e.vx AND g.x not=  12 and g.y not v< c.y or g.vy = nop AND h.y not> nop or h.vy not not=  19
64,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'not<', 'vnot=', 'vnot=']","['and', 'and', 'and', 'and']",a.vx not= value and a.vy not= value
65,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",32,"['player', 'flyer8', 'finish']","['=', 'not<', 'vnot=', 'vnot=', 'v>', 'vnot<', 'not=', 'v=', 'v<', 'not>', 'not=', 'vnot>']","['and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or']",a.x = c.x and a.vx not= value and a.vy not= value AND b.x > 5 and b.y not< 5 or b.vy = value AND c.x < value or c.vy not> value
66,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'bullet4']","['v>', 'v>', 'not<', 'vnot>', 'vnot<', '>', 'vnot<', '>']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'and']",a.x > value and a.y > value or a.vy not> value AND b.x not< value or b.vx not< 4
67,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet4', 'explosion7']","['v>', 'v>', 'not<', 'vnot>', 'vnot<', '>', 'vnot<', '>', 'vnot>', '>', 'vnot<', 'v>']","['and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'or']",a.x > value and a.y > value or a.vy not> value AND b.x not< value or b.vx not< 4 AND c.x not> value and c.vx not< value and c.vy > 4
